Alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,CL/CD,Endurance_Score,Payload_Score,Average_Endurance_Score,Average_Payload_Score,Airfoil
15.0,0.6251,0.17061,0.1648,-0.0444,0.1672,1.0,3.663911845730027,3.841966845730027,2.7937651074380168,11.410531852500057,7.206003825785747,2510
-5.0,-0.4441,0.0262,0.01621,-0.044,1.0,0.1513,-16.950381679389313,-17.127921679389313,-10.615169007633586,10.651037093746547,6.770075970533644,2610
-4.0,-0.3462,0.02148,0.01157,-0.0418,1.0,0.243,-16.11731843575419,-16.253998435754188,-10.016707061452513,10.651037093746547,6.770075970533644,2610
-3.0,-0.2499,0.01877,0.00999,-0.039,1.0,0.4882,-13.313798614810871,-13.41144361481087,-8.238033168886522,10.651037093746547,6.770075970533644,2610
-2.0,-0.1688,0.01784,0.00984,-0.0308,1.0,0.7362,-9.461883408071749,-9.529083408071749,-5.846418044843049,10.651037093746547,6.770075970533644,2610
-1.0,-0.0767,0.01698,0.009,-0.0278,1.0,1.0,-4.517078916372204,-4.547908916372204,-2.7875633498233223,10.651037093746547,6.770075970533644,2610
0.0,0.024,0.01815,0.00944,-0.0302,1.0,1.0,1.322314049586777,1.331899049586777,0.8167784297520662,10.651037093746547,6.770075970533644,2610
1.0,0.1143,0.02009,0.01107,-0.031,1.0,1.0,5.689397710303633,5.734372710303633,3.52702062618218,10.651037093746547,6.770075970533644,2610
2.0,0.2706,0.02327,0.01425,-0.0449,0.9673,1.0,11.628706489041685,11.738781489041685,7.24765989342501,10.651037093746547,6.770075970533644,2610
3.0,0.4682,0.0248,0.01619,-0.0623,0.8926,1.0,18.879032258064516,19.072602258064517,11.79688935483871,10.651037093746547,6.770075970533644,2610
4.0,0.6625,0.02223,0.01442,-0.0709,0.8085,1.0,29.802069275753485,30.077224275753487,18.54638556545209,10.651037093746547,6.770075970533644,2610
5.0,0.7974,0.0187,0.01125,-0.0644,0.6586,1.0,42.64171122994652,42.97064122994652,26.385126737967912,10.651037093746547,6.770075970533644,2610
6.0,0.8653,0.0212,0.01217,-0.0517,0.3414,1.0,40.81603773584906,41.16706773584906,25.355852641509433,10.651037093746547,6.770075970533644,2610
7.0,0.9407,0.02874,0.01798,-0.0451,0.1517,1.0,32.73138482950591,33.10682482950592,20.578292897703545,10.651037093746547,6.770075970533644,2610
8.0,1.0401,0.03757,0.02718,-0.0424,0.1089,1.0,27.68432259781741,28.094297597817413,17.647419558690444,10.651037093746547,6.770075970533644,2610
9.0,1.1038,0.04954,0.04072,-0.0357,0.0942,1.0,22.280985062575695,22.708445062575695,14.466053037545416,10.651037093746547,6.770075970533644,2610
10.0,1.1015,0.06671,0.05966,-0.0255,0.0946,1.0,16.511767351221703,16.926662351221704,10.997768410733022,10.651037093746547,6.770075970533644,2610
11.0,0.9605,0.09139,0.0855,-0.0221,0.1062,1.0,10.509902615165773,10.855037615165772,7.250373569099463,10.651037093746547,6.770075970533644,2610
12.0,0.8481,0.14969,0.14372,-0.0603,0.2112,1.0,5.66570913220656,5.94819413220656,4.223617479323936,10.651037093746547,6.770075970533644,2610
13.0,0.8229,0.16494,0.15883,-0.0695,0.1862,1.0,4.989086940705711,5.256626940705711,3.7903141644234264,10.651037093746547,6.770075970533644,2610
14.0,0.8406,0.18118,0.17505,-0.0743,0.1648,1.0,4.639584943150458,4.907524943150459,3.5955449658902747,10.651037093746547,6.770075970533644,2610
15.0,0.855,0.19533,0.18916,-0.0813,0.1444,1.0,4.377207802180925,4.645932802180925,3.4503886813085547,10.651037093746547,6.770075970533644,2610
-5.0,-0.4407,0.02547,0.01521,-0.0487,1.0,0.164,-17.30270906949352,-17.47711406949352,-10.822549441696111,10.10832576102862,6.442830742331458,2710
-4.0,-0.3371,0.02083,0.01111,-0.0476,1.0,0.2902,-16.183389342294767,-16.314364342294766,-10.046539605376859,10.10832576102862,6.442830742331458,2710
-3.0,-0.2402,0.0188,0.01023,-0.0439,1.0,0.549,-12.77659574468085,-12.86890574468085,-7.90552744680851,10.10832576102862,6.442830742331458,2710
-2.0,-0.1626,0.01852,0.01041,-0.034,1.0,0.7471,-8.779697624190065,-8.843797624190065,-5.430722574514039,10.10832576102862,6.442830742331458,2710
-1.0,-0.0926,0.01708,0.00922,-0.0233,1.0,1.0,-5.421545667447306,-5.4601356674473065,-3.346613400468384,10.10832576102862,6.442830742331458,2710
0.0,0.0323,0.01771,0.0091,-0.0325,1.0,1.0,1.8238283455674762,1.837643345567476,1.1263050073404857,10.10832576102862,6.442830742331458,2710
1.0,0.1341,0.01933,0.01042,-0.0351,1.0,1.0,6.937403000517331,6.991908000517331,4.296185800310399,10.10832576102862,6.442830742331458,2710
2.0,0.2213,0.02208,0.01318,-0.0367,1.0,1.0,10.022644927536232,10.111134927536233,6.234140956521739,10.10832576102862,6.442830742331458,2710
3.0,0.4501,0.02457,0.01613,-0.0618,0.9187,1.0,18.31908831908832,18.50538331908832,11.442818991452992,10.10832576102862,6.442830742331458,2710
4.0,0.6535,0.02159,0.01404,-0.0726,0.8201,1.0,30.268642890226953,30.541027890226953,18.81762773413617,10.10832576102862,6.442830742331458,2710
5.0,0.8085,0.01815,0.01059,-0.0691,0.6072,1.0,44.54545454545455,44.880509545454544,27.53905272727273,10.10832576102862,6.442830742331458,2710
6.0,0.8691,0.02317,0.01331,-0.0572,0.2463,1.0,37.509710832973674,37.86292583297367,23.376012499784203,10.10832576102862,6.442830742331458,2710
7.0,0.9651,0.03074,0.02006,-0.0538,0.1347,1.0,31.395575797007155,31.782385797007155,19.80167747820429,10.10832576102862,6.442830742331458,2710
8.0,1.0586,0.04018,0.03043,-0.0501,0.1032,1.0,26.34644101543056,26.76482101543056,16.863438609258335,10.10832576102862,6.442830742331458,2710
9.0,1.1099,0.05365,0.04547,-0.0422,0.0933,1.0,20.687791239515377,21.11758623951538,13.516064743709228,10.10832576102862,6.442830742331458,2710
10.0,1.1117,0.07261,0.06576,-0.0333,0.0957,1.0,15.310563283294313,15.728928283294312,10.286845969976588,10.10832576102862,6.442830742331458,2710
11.0,0.8242,0.1342,0.12839,-0.0682,0.2304,1.0,6.141579731743666,6.4246197317436655,4.4891278390461995,10.10832576102862,6.442830742331458,2710
12.0,0.8229,0.15148,0.14558,-0.0729,0.2036,1.0,5.432400316873514,5.7076903168735145,4.059334190124109,10.10832576102862,6.442830742331458,2710
13.0,0.8565,0.16947,0.1636,-0.0742,0.1809,1.0,5.053991856965834,5.334116856965834,3.8624211141795004,10.10832576102862,6.442830742331458,2710
14.0,0.8524,0.18313,0.17717,-0.0827,0.1563,1.0,4.6546169387866545,4.928821938786655,3.6168141632719926,10.10832576102862,6.442830742331458,2710
15.0,0.8927,0.20117,0.19526,-0.0854,0.1384,1.0,4.437540388725954,4.719655388725954,3.5235302332355722,10.10832576102862,6.442830742331458,2710
-5.0,-0.4303,0.02469,0.01449,-0.0542,1.0,0.1774,-17.42810854597003,-17.59631354597003,-10.886683127582018,10.006642652593907,6.389572448699201,2810
-4.0,-0.3186,0.02028,0.01083,-0.0548,1.0,0.3499,-15.710059171597633,-15.831199171597634,-9.74321150295858,10.006642652593907,6.389572448699201,2810
-3.0,-0.2223,0.01894,0.01052,-0.0498,1.0,0.5977,-11.737064413938755,-11.820514413938756,-7.263346648363253,10.006642652593907,6.389572448699201,2810
-2.0,-0.1532,0.01921,0.01108,-0.0369,1.0,0.7643,-7.975013014055179,-8.03482801405518,-4.938359808433107,10.006642652593907,6.389572448699201,2810
-1.0,-0.1062,0.01781,0.00974,-0.0204,1.0,0.9295,-5.96294216732173,-6.008207167321729,-3.6854873003930377,10.006642652593907,6.389572448699201,2810
0.0,0.0261,0.01742,0.00895,-0.0306,1.0,1.0,1.4982778415614235,1.5091878415614235,0.924642704936854,10.006642652593907,6.389572448699201,2810
1.0,0.1454,0.01879,0.01009,-0.0373,1.0,1.0,7.738158594997339,7.798113594997339,4.788267156998403,10.006642652593907,6.389572448699201,2810
2.0,0.2438,0.02138,0.01275,-0.0411,1.0,1.0,11.403180542563144,11.502340542563145,7.085542325537886,10.006642652593907,6.389572448699201,2810
3.0,0.4476,0.02404,0.01591,-0.0631,0.9342,1.0,18.618968386023294,18.804918386023296,11.620483031613976,10.006642652593907,6.389572448699201,2810
4.0,0.6515,0.0201,0.01289,-0.0738,0.8194,1.0,32.41293532338308,32.68562532338308,20.10262119402985,10.006642652593907,6.389572448699201,2810
5.0,0.8215,0.0186,0.01081,-0.0749,0.5298,1.0,44.16666666666667,44.50843666666667,27.325270000000003,10.006642652593907,6.389572448699201,2810
6.0,0.8899,0.02497,0.01473,-0.0657,0.1977,1.0,35.63876651982379,36.00195151982379,22.274735911894275,10.006642652593907,6.389572448699201,2810
7.0,0.9978,0.03301,0.02244,-0.0644,0.1229,1.0,30.227203877612848,30.62913887761285,19.13396032656771,10.006642652593907,6.389572448699201,2810
8.0,1.0852,0.04317,0.03395,-0.0596,0.0995,1.0,25.13782719481121,25.56820219481121,16.165222316886727,10.006642652593907,6.389572448699201,2810
9.0,1.1204,0.05824,0.05075,-0.0501,0.0934,1.0,19.237637362637365,19.671707362637363,12.65634441758242,10.006642652593907,6.389572448699201,2810
10.0,1.0396,0.07989,0.07421,-0.0372,0.1042,1.0,13.012892727500313,13.399947727500313,8.835077636500188,10.006642652593907,6.389572448699201,2810
11.0,0.8624,0.13869,0.13325,-0.075,0.2263,1.0,6.218184440118249,6.5162994401182495,4.57307266407095,10.006642652593907,6.389572448699201,2810
12.0,0.8717,0.15625,0.15076,-0.0782,0.1965,1.0,5.57888,5.872895,4.1955979999999995,10.006642652593907,6.389572448699201,2810
13.0,0.8535,0.17132,0.1657,-0.0881,0.1727,1.0,4.9819052066308664,5.264075206630867,3.81718912397852,10.006642652593907,6.389572448699201,2810
14.0,0.8897,0.18925,0.18365,-0.0906,0.1518,1.0,4.7011889035667105,4.989623903566711,3.6816233421400257,10.006642652593907,6.389572448699201,2810
15.0,0.8965,0.20279,0.19711,-0.1002,0.1357,1.0,4.4208294294590464,4.708094429459046,3.518459657675428,10.006642652593907,6.389572448699201,2810
-5.0,-0.4152,0.02407,0.01385,-0.0602,1.0,0.194,-17.249688408807643,-17.409743408807643,-10.763807045284587,9.754382088473825,6.233696729274772,2910
-4.0,-0.2928,0.02009,0.01098,-0.0631,1.0,0.4142,-14.574415131906422,-14.682650131906422,-9.035157079143854,9.754382088473825,6.233696729274772,2910
-3.0,-0.1998,0.01941,0.0111,-0.0563,1.0,0.6371,-10.293663060278208,-10.366398060278208,-6.374249836166924,9.754382088473825,6.233696729274772,2910
-2.0,-0.149,0.01997,0.01189,-0.0386,1.0,0.778,-7.461191787681521,-7.519196787681521,-4.625849072608911,9.754382088473825,6.233696729274772,2910
-1.0,-0.1203,0.01954,0.01145,-0.0177,1.0,0.9129,-6.1566018423746165,-6.209181842374617,-3.8163991054247695,9.754382088473825,6.233696729274772,2910
0.0,-0.0129,0.01762,0.0093,-0.0215,1.0,1.0,-0.7321225879682179,-0.739642587968218,-0.4535475527809308,9.754382088473825,6.233696729274772,2910
1.0,0.1146,0.01884,0.01037,-0.0309,1.0,1.0,6.082802547770701,6.1284925477707,3.76360352866242,9.754382088473825,6.233696729274772,2910
2.0,0.2253,0.02147,0.01313,-0.0379,1.0,1.0,10.49371215649744,10.584467156497439,6.521023293898464,9.754382088473825,6.233696729274772,2910
3.0,0.4243,0.02337,0.01556,-0.0594,0.9326,1.0,18.155755241762947,18.33161024176295,11.319019145057768,9.754382088473825,6.233696729274772,2910
4.0,0.6623,0.01824,0.01131,-0.0752,0.8106,1.0,36.31030701754386,36.58866701754386,22.452356210526318,9.754382088473825,6.233696729274772,2910
5.0,0.819,0.01912,0.01117,-0.0769,0.4699,1.0,42.8347280334728,43.1758380334728,26.52370282008368,9.754382088473825,6.233696729274772,2910
6.0,0.9008,0.02604,0.01597,-0.0708,0.1762,1.0,34.59293394777266,34.96147394777265,21.658432368663593,9.754382088473825,6.233696729274772,2910
7.0,1.0162,0.03438,0.02443,-0.071,0.1159,1.0,29.55788248981966,29.96847248981966,18.751153493891795,9.754382088473825,6.233696729274772,2910
8.0,1.1061,0.04653,0.03766,-0.0677,0.0973,1.0,23.771760154738878,24.211245154738876,15.366620092843327,9.754382088473825,6.233696729274772,2910
9.0,1.1189,0.06222,0.05556,-0.0553,0.0947,1.0,17.98296367727419,18.41600367727419,11.901764206364513,9.754382088473825,6.233696729274772,2910
10.0,0.9008,0.07525,0.07033,-0.028,0.1065,1.0,11.97076411960133,12.30185911960133,8.071008471760798,9.754382088473825,6.233696729274772,2910
11.0,0.8526,0.14085,0.13586,-0.0862,0.2181,1.0,6.053248136315229,6.349723136315229,4.464998881789136,9.754382088473825,6.233696729274772,2910
12.0,0.8559,0.15784,0.15281,-0.0922,0.189,1.0,5.4225798276735935,5.713679827673594,4.087099896604156,9.754382088473825,6.233696729274772,2910
13.0,0.8855,0.17619,0.17116,-0.096,0.1689,1.0,5.025824394119984,5.320729394119985,3.87535663647199,9.754382088473825,6.233696729274772,2910
14.0,0.8873,0.18987,0.18477,-0.1064,0.146,1.0,4.673197450887449,4.96510245088745,3.6638844705324694,9.754382088473825,6.233696729274772,2910
15.0,0.9136,0.2051,0.20002,-0.1139,0.1297,1.0,4.454412481716235,4.751472481716235,3.556617489029741,9.754382088473825,6.233696729274772,2910
-5.0,-0.3811,0.01634,0.00838,-0.0034,1.0,0.6375,-23.32313341493268,-23.48272341493268,-14.37790804895961,9.465267165747564,6.062926823258063,3010
-4.0,-0.2936,0.01609,0.00861,0.0085,1.0,0.8948,-18.247358607830954,-18.375393607830954,-11.246083164698572,9.465267165747564,6.062926823258063,3010
-3.0,-0.0689,0.0157,0.00734,-0.016,1.0,1.0,-4.388535031847134,-4.419145031847133,-2.7035610191082804,9.465267165747564,6.062926823258063,3010
-2.0,-0.0511,0.01567,0.00697,-0.0038,1.0,1.0,-3.261008296107211,-3.288143296107211,-2.0104589776643267,9.465267165747564,6.062926823258063,3010
-1.0,0.0123,0.01688,0.00795,0.0004,1.0,1.0,0.7286729857819906,0.7250329857819906,0.44608779146919436,9.465267165747564,6.062926823258063,3010
0.0,0.1736,0.01922,0.01041,-0.0147,0.9624,1.0,9.032258064516128,9.096498064516128,5.590580838709678,9.465267165747564,6.062926823258063,3010
1.0,0.4125,0.01923,0.0111,-0.0378,0.8713,1.0,21.45085803432137,21.61758303432137,13.282948820592823,9.465267165747564,6.062926823258063,3010
2.0,0.5512,0.01761,0.00986,-0.035,0.7434,1.0,31.30039750141965,31.52257250141965,19.331416500851788,9.465267165747564,6.062926823258063,3010
3.0,0.6357,0.01787,0.00971,-0.0239,0.5468,1.0,35.57358701734751,35.826102017347516,21.978668210408504,9.465267165747564,6.062926823258063,3010
4.0,0.7021,0.02178,0.01189,-0.0141,0.2536,1.0,32.235996326905415,32.510176326905416,20.040751796143248,9.465267165747564,6.062926823258063,3010
5.0,0.7909,0.02844,0.01778,-0.0099,0.1434,1.0,27.80942334739803,28.114533347398034,17.47185600843882,9.465267165747564,6.062926823258063,3010
6.0,0.8792,0.03714,0.02745,-0.0061,0.1094,1.0,23.672590199246095,24.007530199246098,15.075936119547656,9.465267165747564,6.062926823258063,3010
7.0,0.931,0.05057,0.04253,-0.0001,0.099,1.0,18.41012457979039,18.75726957979039,11.966970747874234,9.465267165747564,6.062926823258063,3010
8.0,0.9164,0.0697,0.06309,0.0054,0.1011,1.0,13.14777618364419,13.477866183644188,8.790585710186512,9.465267165747564,6.062926823258063,3010
9.0,0.6996,0.1263,0.11999,-0.0343,0.2244,1.0,5.539192399049881,5.766172399049881,4.001285439429928,9.465267165747564,6.062926823258063,3010
10.0,0.7108,0.14287,0.13652,-0.0375,0.2007,1.0,4.975152236298733,5.1992872362987335,3.67106734177924,9.465267165747564,6.062926823258063,3010
11.0,0.7519,0.16056,0.15425,-0.0374,0.1738,1.0,4.682984554060787,4.914684554060787,3.533318732436472,9.465267165747564,6.062926823258063,3010
12.0,0.7346,0.17313,0.16667,-0.0471,0.1555,1.0,4.243054352220875,4.464459352220874,3.250516611332525,9.465267165747564,6.062926823258063,3010
13.0,0.7555,0.18718,0.18072,-0.0526,0.1349,1.0,4.036221818570359,4.26061181857036,3.1450570911422155,9.465267165747564,6.062926823258063,3010
14.0,0.7797,0.20153,0.19504,-0.059,0.1206,1.0,3.868902892869548,4.0977178928695475,3.0666357357217287,9.465267165747564,6.062926823258063,3010
15.0,0.8063,0.2154,0.20891,-0.0661,0.1071,1.0,3.743268337975859,3.9779183379758587,3.015791002785515,9.465267165747564,6.062926823258063,3010
-2.0,-0.1749,0.03014,0.02342,-0.0202,1.0,0.2915,-5.802919708029197,-5.881889708029197,-3.6606598248175186,16.61871427688095,10.46837356612857,3110
-1.0,-0.024,0.02743,0.01843,-0.0244,0.9896,0.1588,-0.8749544294567991,-0.8909494294567991,-0.5520186576740794,16.61871427688095,10.46837356612857,3110
0.0,0.2621,0.02202,0.01259,-0.0475,0.8969,0.1216,11.90281562216167,12.010895622161671,7.404135373297001,16.61871427688095,10.46837356612857,3110
1.0,0.4307,0.01643,0.00921,-0.0496,0.7922,1.0,26.214242239805237,26.39318723980524,16.16091934388314,16.61871427688095,10.46837356612857,3110
2.0,0.5221,0.01641,0.00748,-0.039,0.5636,1.0,31.815965874466787,32.02830087446679,19.612297524680073,16.61871427688095,10.46837356612857,3110
3.0,0.6067,0.02029,0.00882,-0.0327,0.3279,1.0,29.901429275505176,30.143774275505177,18.546769565303105,16.61871427688095,10.46837356612857,3110
4.0,0.7114,0.02349,0.01137,-0.0314,0.2891,1.0,30.285227756492127,30.567462756492127,18.880978653895273,16.61871427688095,10.46837356612857,3110
5.0,0.8152,0.02725,0.01511,-0.0305,0.2713,1.0,29.915596330275232,30.237201330275234,18.76215779816514,16.61871427688095,10.46837356612857,3110
6.0,0.9136,0.03217,0.02037,-0.0295,0.262,1.0,28.399129623873176,28.757334623873174,17.949593774323905,16.61871427688095,10.46837356612857,3110
7.0,0.9956,0.03875,0.02793,-0.0272,0.2548,1.0,25.692903225806454,26.079928225806455,16.406311935483874,16.61871427688095,10.46837356612857,3110
8.0,1.0442,0.05001,0.04048,-0.0242,0.2552,1.0,20.87982403519296,21.27975903519296,13.564512421115777,16.61871427688095,10.46837356612857,3110
9.0,0.9971,0.07269,0.06429,-0.0234,0.2652,1.0,13.717155041959003,14.086670041959003,9.215195025175401,16.61871427688095,10.46837356612857,3110
11.0,0.766,0.13809,0.12982,-0.0586,0.3347,1.0,5.547106959229488,5.802041959229488,4.072506175537693,16.61871427688095,10.46837356612857,3110
13.0,0.813,0.16253,0.15453,-0.0633,0.2898,1.0,5.002153448594105,5.265078448594104,3.788116069156463,16.61871427688095,10.46837356612857,3110
14.0,0.8391,0.17456,0.16678,-0.0669,0.2691,1.0,4.806943171402383,5.075373171402383,3.6950439028414297,16.61871427688095,10.46837356612857,3110
15.0,0.8786,0.18826,0.18078,-0.07,0.2505,1.0,4.66694996281738,4.945259962817381,3.6481179776904282,16.61871427688095,10.46837356612857,3110
-5.0,-0.3954,0.05968,0.05452,-0.0217,1.0,0.2286,-6.625335120643432,-6.806825120643432,-4.3803670723860595,19.806835842918023,12.44550655838239,3210
-2.0,-0.1328,0.02896,0.01951,-0.0274,1.0,0.129,-4.585635359116022,-4.645015359116022,-2.887233215469613,19.806835842918023,12.44550655838239,3210
-1.0,0.043,0.02405,0.01412,-0.0399,0.9719,0.1665,1.7879417879417878,1.8050867879417878,1.1149450727650725,19.806835842918023,12.44550655838239,3210
0.0,0.2675,0.0189,0.01102,-0.0574,0.9085,1.0,14.153439153439153,14.268209153439154,8.76152349206349,19.806835842918023,12.44550655838239,3210
1.0,0.4382,0.0175,0.00898,-0.0638,0.8163,1.0,25.039999999999996,25.225669999999997,15.465079999999997,19.806835842918023,12.44550655838239,3210
2.0,0.5468,0.0171,0.00774,-0.0577,0.6745,1.0,31.9766081871345,32.2040881871345,19.735114912280697,19.806835842918023,12.44550655838239,3210
3.0,0.6454,0.01887,0.0085,-0.0532,0.5525,1.0,34.20243773184949,34.46712273184949,21.168408639109696,19.806835842918023,12.44550655838239,3210
4.0,0.747,0.02138,0.0106,-0.0513,0.4911,1.0,34.93919550982226,35.24269550982226,21.71137130589336,19.806835842918023,12.44550655838239,3210
5.0,0.8484,0.02436,0.01361,-0.05,0.454,1.0,34.827586206896555,35.169766206896554,21.74507972413793,19.806835842918023,12.44550655838239,3210
6.0,0.9446,0.02815,0.01783,-0.0486,0.4262,1.0,33.55595026642984,33.93429526642984,21.077400159857905,19.806835842918023,12.44550655838239,3210
7.0,1.0355,0.03283,0.02308,-0.0468,0.4023,1.0,31.5412732257082,31.9530982257082,19.95837793542492,19.806835842918023,12.44550655838239,3210
8.0,1.1128,0.0388,0.02991,-0.0441,0.3767,1.0,28.68041237113402,29.11936237113402,18.31769742268041,19.806835842918023,12.44550655838239,3210
9.0,1.1762,0.04568,0.03768,-0.04,0.3462,1.0,25.748686514886163,26.208326514886163,16.6202759089317,19.806835842918023,12.44550655838239,3210
10.0,1.2606,0.04685,0.0393,-0.0347,0.2951,1.0,26.907150480256135,27.398375480256135,17.39899028815368,19.806835842918023,12.44550655838239,3210
11.0,1.0545,0.08372,0.07696,-0.0335,0.28,1.0,12.595556617295747,12.985546617295746,8.598439970377447,19.806835842918023,12.44550655838239,3210
12.0,0.948,0.11633,0.10946,-0.0461,0.2482,1.0,8.149230636981002,8.484095636981003,5.818882382188601,19.806835842918023,12.44550655838239,3210
13.0,0.9716,0.12401,0.11752,-0.0434,0.1889,1.0,7.834852028062254,8.174507028062253,5.652049216837352,19.806835842918023,12.44550655838239,3210
14.0,1.2758,0.07227,0.06528,-0.0038,0.0861,1.0,17.65324477653245,18.128569776532448,11.853672865919469,19.806835842918023,12.44550655838239,3210
15.0,1.2086,0.09612,0.08989,-0.0122,0.0818,1.0,12.573866000832293,13.012906000832293,8.734915600499376,19.806835842918023,12.44550655838239,3210
-3.0,-0.2166,0.02864,0.01934,-0.0373,1.0,0.1355,-7.562849162011173,-7.652619162011173,-4.756307497206704,22.692582880400238,14.19749025455593,3310
-2.0,-0.1174,0.02443,0.01443,-0.0369,1.0,0.1767,-4.805566925910766,-4.853671925910765,-3.001936155546459,22.692582880400238,14.19749025455593,3310
-1.0,0.0339,0.01914,0.01211,-0.0443,0.9785,1.0,1.7711598746081503,1.7884398746081502,1.0971979247648902,22.692582880400238,14.19749025455593,3310
0.0,0.2481,0.02027,0.01185,-0.065,0.9142,1.0,12.239763196842624,12.348368196842625,7.594403918105574,22.692582880400238,14.19749025455593,3310
1.0,0.4268,0.01977,0.01093,-0.0755,0.8427,1.0,21.588265048052605,21.771750048052603,13.383355028831563,22.692582880400238,14.19749025455593,3310
2.0,0.5582,0.01932,0.01018,-0.0754,0.7656,1.0,28.892339544513458,29.128579544513457,17.89727972670807,22.692582880400238,14.19749025455593,3310
3.0,0.667,0.02008,0.01065,-0.0724,0.6947,1.0,33.21713147410359,33.49561147410359,20.600502884462152,22.692582880400238,14.19749025455593,3310
4.0,0.7704,0.02176,0.01224,-0.0699,0.6376,1.0,35.40441176470588,35.722661764705876,22.015685058823525,22.692582880400238,14.19749025455593,3310
5.0,0.8694,0.02413,0.01477,-0.0674,0.5888,1.0,36.02983837546623,36.38575337546623,22.489217025279736,22.692582880400238,14.19749025455593,3310
6.0,0.9647,0.02688,0.0179,-0.0645,0.5414,1.0,35.889136904761905,36.280926904761905,22.499256142857142,22.692582880400238,14.19749025455593,3310
7.0,1.0602,0.02893,0.02032,-0.0604,0.485,1.0,36.64707915658486,37.074814156584864,23.048701493950915,22.692582880400238,14.19749025455593,3310
8.0,1.1497,0.02907,0.02069,-0.0539,0.4026,1.0,39.54936360509116,40.010878605091165,24.878894163054692,22.692582880400238,14.19749025455593,3310
9.0,1.2001,0.02867,0.02037,-0.0419,0.2599,1.0,41.85908615277293,42.33736115277293,26.314007691663758,22.692582880400238,14.19749025455593,3310
10.0,1.2142,0.03694,0.02734,-0.0291,0.1297,1.0,32.8695181375203,33.3454581375203,20.93143288251218,22.692582880400238,14.19749025455593,3310
11.0,1.2964,0.04753,0.03789,-0.0259,0.0922,1.0,27.27540500736377,27.77797000736377,17.654727004418262,22.692582880400238,14.19749025455593,3310
12.0,1.3347,0.06101,0.05245,-0.0198,0.08,1.0,21.87674151778397,22.386056517783967,14.450522910670381,22.692582880400238,14.19749025455593,3310
13.0,1.2627,0.07497,0.0678,-0.009,0.0787,1.0,16.842737094837936,17.313032094837936,11.354248256902762,22.692582880400238,14.19749025455593,3310
14.0,1.168,0.09777,0.09144,-0.0132,0.0799,1.0,11.946404827656746,12.368679827656745,8.317608896594047,22.692582880400238,14.19749025455593,3310
15.0,0.6493,0.16491,0.15893,-0.0482,0.2073,1.0,3.937299132860348,4.129024132860348,2.983517479716209,22.692582880400238,14.19749025455593,3310
-5.0,-0.4121,0.05288,0.04691,-0.0369,1.0,0.1887,-7.7931164901664145,-7.973326490166414,-5.094855894099849,18.227027780653497,11.3932936683921,3410
-4.0,-0.3081,0.03065,0.02178,-0.0466,1.0,0.1318,-10.052202283849917,-10.176787283849917,-6.34089137030995,18.227027780653497,11.3932936683921,3410
-3.0,-0.2052,0.02499,0.01504,-0.0466,1.0,0.1729,-8.211284513805522,-8.291879513805522,-5.132308708283313,18.227027780653497,11.3932936683921,3410
-2.0,-0.1082,0.02233,0.01264,-0.0461,1.0,0.2834,-4.845499328257949,-4.88611432825795,-3.015355596954769,18.227027780653497,11.3932936683921,3410
-1.0,-0.0077,0.01971,0.0123,-0.045,0.9942,1.0,-0.39066463723997974,-0.3900996372399797,-0.24154078234398785,18.227027780653497,11.3932936683921,3410
0.0,0.1885,0.02208,0.01348,-0.0646,0.944,1.0,8.53713768115942,8.62087768115942,5.3128266086956515,18.227027780653497,11.3932936683921,3410
1.0,0.352,0.02349,0.01447,-0.076,0.8886,1.0,14.985100042571306,15.136955042571305,9.345962025542782,18.227027780653497,11.3932936683921,3410
2.0,0.5115,0.02401,0.0149,-0.0844,0.8387,1.0,21.30362349021241,21.52153849021241,13.297312094127445,18.227027780653497,11.3932936683921,3410
3.0,0.6431,0.02434,0.01535,-0.0861,0.788,1.0,26.4215283483977,26.692428348397698,16.49975900903862,18.227027780653497,11.3932936683921,3410
4.0,0.7596,0.02481,0.01607,-0.0845,0.7347,1.0,30.61668681983072,30.933471819830718,19.13310009189843,18.227027780653497,11.3932936683921,3410
5.0,0.871,0.02517,0.01677,-0.0811,0.6766,1.0,34.604688120778704,34.9648331207787,21.63688887246722,18.227027780653497,11.3932936683921,3410
6.0,0.9793,0.02474,0.01662,-0.0755,0.6005,1.0,39.583670169765554,39.985670169765555,24.73210410185933,18.227027780653497,11.3932936683921,3410
7.0,1.0725,0.02388,0.01584,-0.0669,0.4878,1.0,44.91206030150754,45.349190301507534,28.021650180904523,18.227027780653497,11.3932936683921,3410
8.0,1.1054,0.02632,0.0173,-0.0516,0.2503,1.0,41.99848024316109,42.44296024316109,26.304384145896652,18.227027780653497,11.3932936683921,3410
9.0,1.1572,0.0351,0.02484,-0.0427,0.1271,1.0,32.96866096866097,33.42680096866097,20.935646581196583,18.227027780653497,11.3932936683921,3410
10.0,1.249,0.04524,0.03543,-0.0398,0.0947,1.0,27.608311229000886,28.097231229000887,17.80891873740053,18.227027780653497,11.3932936683921,3410
11.0,1.2779,0.05863,0.05037,-0.0312,0.085,1.0,21.7960088691796,22.287213869179602,14.34689932150776,18.227027780653497,11.3932936683921,3410
12.0,1.2169,0.07409,0.0672,-0.0191,0.0852,1.0,16.424618706978,16.880063706978,11.0587632241868,18.227027780653497,11.3932936683921,3410
