Alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,CL/CD,Endurance_Score,Payload_Score,Average_Endurance_Score,Average_Payload_Score,Airfoil
2.0,0.1986,0.01793,0.00956,-0.0069,0.9491,1.0,11.076408254322363,11.148953254322363,6.841548952593417,4.903016390163013,3.1678388817168557,0810
3.0,0.4245,0.01657,0.00896,-0.0224,0.8032,1.0,25.618587809293903,25.786822809293906,15.794578685576342,4.903016390163013,3.1678388817168557,0810
4.0,0.5049,0.0169,0.00883,-0.01,0.5935,1.0,29.87573964497042,30.07224964497042,18.42796378698225,4.903016390163013,3.1678388817168557,0810
5.0,0.5751,0.01987,0.01029,0.0001,0.3078,1.0,28.94313034725717,29.163205347257172,17.936994208354303,4.903016390163013,3.1678388817168557,0810
6.0,0.6589,0.02553,0.0151,0.0057,0.1623,1.0,25.808852330591463,26.057937330591464,16.13853539835488,4.903016390163013,3.1678388817168557,0810
7.0,0.749,0.03314,0.02327,0.0099,0.119,1.0,22.601086300543148,22.881146300543147,14.302033780325889,4.903016390163013,3.1678388817168557,0810
8.0,0.8127,0.04516,0.03694,0.0154,0.1046,1.0,17.99601417183348,18.29389417183348,11.599736503100088,4.903016390163013,3.1678388817168557,0810
9.0,0.8029,0.06538,0.05888,0.0191,0.1077,1.0,12.28051391862955,12.56325391862955,8.156222351177728,4.903016390163013,3.1678388817168557,0810
10.0,0.5126,0.10834,0.10231,-0.0059,0.2438,1.0,4.73140114454495,4.88404114454495,3.33036268672697,4.903016390163013,3.1678388817168557,0810
11.0,0.535,0.12461,0.1186,-0.0056,0.215,1.0,4.29339539362812,4.44677039362812,3.086675236176872,4.903016390163013,3.1678388817168557,0810
12.0,0.4977,0.13528,0.12917,-0.0098,0.1898,1.0,3.6790360733293905,3.8134160733293907,2.6790456439976347,4.903016390163013,3.1678388817168557,0810
13.0,0.523,0.15024,0.14415,-0.0107,0.17,1.0,3.4810969116080934,3.6183869116080936,2.5826801469648557,4.903016390163013,3.1678388817168557,0810
14.0,0.4961,0.1553,0.14919,-0.0139,0.1519,1.0,3.194462330972312,3.3194223309723117,2.383107398583387,4.903016390163013,3.1678388817168557,0810
15.0,0.5015,0.16457,0.1585,-0.0171,0.1361,1.0,3.0473354803427113,3.170780480342711,2.2986972882056267,4.903016390163013,3.1678388817168557,0810
-5.0,-0.5751,0.01987,0.01029,-0.0001,1.0,0.3077,-28.94313034725717,-29.183075347257173,-17.944942208354302,4.903016390163013,3.1678388817168557,0910
-4.0,-0.5049,0.0169,0.00883,0.01,1.0,0.5934,-29.87573964497042,-30.08914964497042,-18.43472378698225,4.903016390163013,3.1678388817168557,0910
-3.0,-0.4246,0.01658,0.00896,0.0225,1.0,0.8032,-25.609167671893847,-25.794047671893846,-15.795666603136308,4.903016390163013,3.1678388817168557,0910
-2.0,-0.1986,0.01793,0.00956,0.0069,1.0,0.9491,-11.076408254322363,-11.166883254322363,-6.848720952593418,4.903016390163013,3.1678388817168557,0910
-1.0,-0.0167,0.01609,0.00733,-0.0122,1.0,1.0,-1.0379117464263516,-1.0489767464263517,-0.6414450478558109,4.903016390163013,3.1678388817168557,0910
0.0,0.0,0.01538,0.00665,-0.0,1.0,1.0,0.0,-0.00769,-0.003076,4.903016390163013,3.1678388817168557,0910
1.0,0.0167,0.01609,0.00732,0.0122,1.0,1.0,1.0379117464263516,1.0328867464263516,0.6350090478558109,4.903016390163013,3.1678388817168557,0910
2.0,0.1986,0.01793,0.00956,-0.0069,0.9491,1.0,11.076408254322363,11.148953254322363,6.841548952593417,4.903016390163013,3.1678388817168557,0910
3.0,0.4245,0.01657,0.00896,-0.0224,0.8032,1.0,25.618587809293903,25.786822809293906,15.794578685576342,4.903016390163013,3.1678388817168557,0910
4.0,0.5049,0.0169,0.00883,-0.01,0.5935,1.0,29.87573964497042,30.07224964497042,18.42796378698225,4.903016390163013,3.1678388817168557,0910
5.0,0.5751,0.01987,0.01029,0.0001,0.3078,1.0,28.94313034725717,29.163205347257172,17.936994208354303,4.903016390163013,3.1678388817168557,0910
6.0,0.6589,0.02553,0.0151,0.0057,0.1623,1.0,25.808852330591463,26.057937330591464,16.13853539835488,4.903016390163013,3.1678388817168557,0910
7.0,0.749,0.03314,0.02327,0.0099,0.119,1.0,22.601086300543148,22.881146300543147,14.302033780325889,4.903016390163013,3.1678388817168557,0910
8.0,0.8127,0.04516,0.03694,0.0154,0.1046,1.0,17.99601417183348,18.29389417183348,11.599736503100088,4.903016390163013,3.1678388817168557,0910
9.0,0.8029,0.06538,0.05888,0.0191,0.1077,1.0,12.28051391862955,12.56325391862955,8.156222351177728,4.903016390163013,3.1678388817168557,0910
10.0,0.5126,0.10834,0.10231,-0.0059,0.2438,1.0,4.73140114454495,4.88404114454495,3.33036268672697,4.903016390163013,3.1678388817168557,0910
11.0,0.535,0.12461,0.1186,-0.0056,0.215,1.0,4.29339539362812,4.44677039362812,3.086675236176872,4.903016390163013,3.1678388817168557,0910
12.0,0.4977,0.13528,0.12917,-0.0098,0.1898,1.0,3.6790360733293905,3.8134160733293907,2.6790456439976347,4.903016390163013,3.1678388817168557,0910
13.0,0.523,0.15024,0.14415,-0.0107,0.17,1.0,3.4810969116080934,3.6183869116080936,2.5826801469648557,4.903016390163013,3.1678388817168557,0910
14.0,0.4961,0.1553,0.14919,-0.0139,0.1519,1.0,3.194462330972312,3.3194223309723117,2.383107398583387,4.903016390163013,3.1678388817168557,0910
15.0,0.5015,0.16457,0.1585,-0.0171,0.1361,1.0,3.0473354803427113,3.170780480342711,2.2986972882056267,4.903016390163013,3.1678388817168557,0910
-5.0,-0.5116,0.0181,0.00924,-0.0015,1.0,0.4224,-28.265193370165747,-28.478433370165746,-17.474186022099445,6.7852208487712655,4.364520659262759,1010
-4.0,-0.438,0.01632,0.00855,0.0096,1.0,0.6875,-26.838235294117645,-27.024475294117646,-16.545165176470586,6.7852208487712655,4.364520659262759,1010
-3.0,-0.3329,0.0168,0.00911,0.0187,1.0,0.8902,-19.81547619047619,-19.96264619047619,-12.227415714285714,6.7852208487712655,4.364520659262759,1010
-2.0,-0.034,0.01647,0.00781,-0.0177,1.0,1.0,-2.064359441408622,-2.080884441408622,-1.274139664845173,6.7852208487712655,4.364520659262759,1010
-1.0,-0.0253,0.0154,0.00672,-0.0051,1.0,1.0,-1.6428571428571428,-1.6591471428571427,-1.0135842857142856,6.7852208487712655,4.364520659262759,1010
0.0,-0.0041,0.01587,0.00705,0.0068,1.0,1.0,-0.2583490863264021,-0.26996408632640206,-0.16296345179584126,6.7852208487712655,4.364520659262759,1010
1.0,0.0883,0.01775,0.00898,0.0039,0.9863,1.0,4.974647887323944,4.999922887323944,3.0691487323943667,6.7852208487712655,4.364520659262759,1010
2.0,0.3728,0.01785,0.00994,-0.0285,0.8821,1.0,20.88515406162465,21.03389906162465,12.90317243697479,6.7852208487712655,4.364520659262759,1010
3.0,0.4949,0.01675,0.00903,-0.0224,0.722,1.0,29.546268656716418,29.74257365671642,18.22155119402985,6.7852208487712655,4.364520659262759,1010
4.0,0.5716,0.01779,0.0093,-0.0108,0.4922,1.0,32.13041034288926,32.353395342889264,19.847368205733556,6.7852208487712655,4.364520659262759,1010
5.0,0.6421,0.02229,0.01215,-0.0022,0.2223,1.0,28.806639748766262,29.052994748766263,17.921845849259753,6.7852208487712655,4.364520659262759,1010
6.0,0.7332,0.02878,0.01837,0.0019,0.1381,1.0,25.476025017373175,25.754345017373176,16.012869010423902,6.7852208487712655,4.364520659262759,1010
7.0,0.8169,0.03783,0.02846,0.0063,0.1086,1.0,21.593973037272004,21.899928037272005,13.765087822363203,6.7852208487712655,4.364520659262759,1010
8.0,0.8689,0.05149,0.04353,0.0116,0.099,1.0,16.875121382792774,17.193456382792775,10.982514829675663,6.7852208487712655,4.364520659262759,1010
9.0,0.8195,0.0756,0.06933,0.0138,0.1126,1.0,10.83994708994709,11.125807089947092,7.306968253968254,6.7852208487712655,4.364520659262759,1010
11.0,0.6683,0.13961,0.13319,-0.0292,0.1918,1.0,4.786906382064322,4.993181382064321,3.515441829238593,6.7852208487712655,4.364520659262759,1010
12.0,0.6872,0.15562,0.14917,-0.0324,0.1696,1.0,4.41588484770595,4.62267484770595,3.30884690862357,6.7852208487712655,4.364520659262759,1010
13.0,0.6956,0.1695,0.16299,-0.0385,0.149,1.0,4.103834808259586,4.308874808259586,3.127850884955752,6.7852208487712655,4.364520659262759,1010
14.0,0.7213,0.18415,0.17762,-0.0432,0.1311,1.0,3.916915557969047,4.126320557969047,3.038939334781428,6.7852208487712655,4.364520659262759,1010
15.0,0.7458,0.19842,0.19188,-0.0493,0.1166,1.0,3.758693680072573,3.972593680072573,2.9662622080435437,6.7852208487712655,4.364520659262759,1010
-5.0,-0.4952,0.03026,0.02027,-0.0138,1.0,0.1074,-16.364838070059484,-16.573908070059485,-10.31877484203569,10.92327579807711,6.887447328846266,1110
-4.0,-0.3985,0.02336,0.01272,-0.0091,1.0,0.1212,-17.059075342465754,-17.227425342465754,-10.637707205479453,10.92327579807711,6.887447328846266,1110
-3.0,-0.3087,0.01866,0.00843,-0.0037,1.0,0.1746,-16.543408360128616,-16.675108360128615,-10.23810701607717,10.92327579807711,6.887447328846266,1110
-2.0,-0.041,0.0165,0.00855,-0.0221,1.0,1.0,-2.484848484848485,-2.502868484848485,-1.532999090909091,10.92327579807711,6.887447328846266,1110
-1.0,-0.0385,0.01548,0.00731,-0.0085,1.0,1.0,-2.487080103359173,-2.5076701033591733,-1.5329940620155036,10.92327579807711,6.887447328846266,1110
0.0,-0.013,0.01603,0.00752,0.0026,1.0,1.0,-0.810979413599501,-0.824974413599501,-0.5030536481597007,10.92327579807711,6.887447328846266,1110
1.0,0.1049,0.01795,0.00925,-0.0049,0.9774,1.0,5.844011142061281,5.878466142061281,3.6082066852367682,10.92327579807711,6.887447328846266,1110
2.0,0.3814,0.01699,0.00863,-0.0329,0.8622,1.0,22.44849911712772,22.60243411712772,13.850391470276632,10.92327579807711,6.887447328846266,1110
3.0,0.4875,0.01636,0.00776,-0.0253,0.7008,1.0,29.79828850855746,29.99269850855746,18.365731105134476,10.92327579807711,6.887447328846266,1110
4.0,0.5696,0.01808,0.00828,-0.0158,0.4747,1.0,31.504424778761063,31.727964778761066,19.470218867256637,10.92327579807711,6.887447328846266,1110
5.0,0.6616,0.02152,0.01093,-0.0115,0.3473,1.0,30.74349442379182,31.00082442379182,19.10454265427509,10.92327579807711,6.887447328846266,1110
6.0,0.76,0.02538,0.01476,-0.0091,0.2946,1.0,29.944838455476756,30.238878455476755,18.72273707328605,10.92327579807711,6.887447328846266,1110
7.0,0.8527,0.03024,0.02028,-0.0064,0.2548,1.0,28.197751322751323,28.52563132275132,17.765942793650794,10.92327579807711,6.887447328846266,1110
8.0,0.9349,0.03625,0.02703,-0.0027,0.2132,1.0,25.790344827586207,26.146989827586207,16.402126896551724,10.92327579807711,6.887447328846266,1110
9.0,0.9985,0.0438,0.03549,0.0024,0.1672,1.0,22.796803652968038,23.173583652968038,14.667582191780822,10.92327579807711,6.887447328846266,1110
10.0,1.0461,0.05305,0.04536,0.0078,0.1297,1.0,19.719132893496703,20.108707893496703,12.86618973609802,10.92327579807711,6.887447328846266,1110
11.0,0.9085,0.08112,0.07486,0.0075,0.133,1.0,11.199457593688363,11.520047593688362,7.611200556213017,10.92327579807711,6.887447328846266,1110
13.0,0.7331,0.15672,0.15004,-0.0402,0.1964,1.0,4.677769270035732,4.904709270035732,3.5124375620214394,10.92327579807711,6.887447328846266,1110
14.0,0.7632,0.17378,0.16719,-0.043,0.1728,1.0,4.3917596961675684,4.623049696167569,3.3677998177005413,10.92327579807711,6.887447328846266,1110
15.0,0.7668,0.1868,0.18018,-0.0508,0.1525,1.0,4.104925053533191,4.333485053533192,3.197475032119914,10.92327579807711,6.887447328846266,1110
-5.0,-0.4953,0.02761,0.01738,-0.0153,1.0,0.1293,-17.93915248098515,-18.14648748098515,-11.262783488591088,11.379139560585273,7.1424157863511635,1210
-4.0,-0.4013,0.02154,0.01103,-0.011,1.0,0.179,-18.63045496750232,-18.79844496750232,-11.582780980501392,11.379139560585273,7.1424157863511635,1210
-3.0,-0.3329,0.01535,0.00828,0.0002,1.0,0.7184,-21.687296416938107,-21.828191416938107,-13.348367850162862,11.379139560585273,7.1424157863511635,1210
-2.0,-0.0508,0.01635,0.00822,-0.0245,1.0,1.0,-3.1070336391437308,-3.1281786391437305,-1.9158401834862384,11.379139560585273,7.1424157863511635,1210
-1.0,-0.0504,0.01548,0.00715,-0.0102,1.0,1.0,-3.255813953488372,-3.280653953488372,-2.005964372093023,11.379139560585273,7.1424157863511635,1210
0.0,-0.0185,0.01612,0.00747,-0.0003,1.0,1.0,-1.1476426799007444,-1.1630126799007445,-0.7102796079404466,11.379139560585273,7.1424157863511635,1210
1.0,0.1292,0.01799,0.0092,-0.0129,0.9669,1.0,7.18176764869372,7.2283226486937195,4.435952589216232,11.379139560585273,7.1424157863511635,1210
2.0,0.3787,0.01752,0.00911,-0.0375,0.8679,1.0,21.615296803652967,21.769266803652968,13.34812408219178,11.379139560585273,7.1424157863511635,1210
3.0,0.4973,0.01699,0.00847,-0.0327,0.7278,1.0,29.270158917010004,29.470393917010007,18.059267350206,11.379139560585273,7.1424157863511635,1210
4.0,0.5882,0.01832,0.00926,-0.0252,0.5865,1.0,32.10698689956332,32.34066689956332,19.85124813973799,11.379139560585273,7.1424157863511635,1210
5.0,0.6806,0.02053,0.01119,-0.0201,0.4786,1.0,33.151485630784215,33.41949063078422,20.569395378470524,11.379139560585273,7.1424157863511635,1210
6.0,0.77,0.02289,0.01349,-0.015,0.3767,1.0,33.63914373088685,33.94019873088685,20.95040823853211,11.379139560585273,7.1424157863511635,1210
7.0,0.8499,0.02563,0.01591,-0.0088,0.2501,1.0,33.16035895435037,33.49014395435037,20.74186937261022,11.379139560585273,7.1424157863511635,1210
8.0,0.9256,0.03077,0.02068,-0.0029,0.146,1.0,30.08124796880078,30.43697296880078,18.96848478128047,11.379139560585273,7.1424157863511635,1210
9.0,1.0035,0.03941,0.0299,0.0016,0.1071,1.0,25.463080436437455,25.844295436437456,16.27330626186247,11.379139560585273,7.1424157863511635,1210
10.0,1.0482,0.05262,0.0444,0.0074,0.0927,1.0,19.92018244013683,20.31093244013683,12.989045464082096,11.379139560585273,7.1424157863511635,1210
11.0,0.9961,0.07076,0.06415,0.0143,0.0919,1.0,14.077162238552853,14.435932238552855,9.426815343131711,11.379139560585273,7.1424157863511635,1210
13.0,0.5715,0.14777,0.1416,-0.0204,0.2027,1.0,3.8674967855451037,4.028331785545104,2.8644840713270625,11.379139560585273,7.1424157863511635,1210
14.0,0.545,0.15446,0.14833,-0.0231,0.1837,1.0,3.5284215978246802,3.67612159782468,2.6334709586948084,11.379139560585273,7.1424157863511635,1210
15.0,0.5604,0.16542,0.15937,-0.025,0.1625,1.0,3.387740297424737,3.5366902974247365,2.5624601784548418,11.379139560585273,7.1424157863511635,1210
-5.0,-0.4957,0.02536,0.0149,-0.0173,1.0,0.1509,-19.54652996845426,-19.75229996845426,-12.226959981072554,10.275557754247918,6.504994557310655,1310
-4.0,-0.4053,0.02011,0.01002,-0.0129,1.0,0.2426,-20.154152163102935,-20.322457163102936,-12.500523297861761,10.275557754247918,6.504994557310655,1310
-3.0,-0.336,0.01546,0.00826,-0.0018,1.0,0.7238,-21.733505821474775,-21.875095821474776,-13.379015492884866,10.275557754247918,6.504994557310655,1310
-2.0,-0.0629,0.01622,0.00809,-0.0259,1.0,1.0,-3.8779284833538843,-3.9034284833538844,-2.3903110900123306,10.275557754247918,6.504994557310655,1310
-1.0,-0.0642,0.01549,0.00712,-0.0112,1.0,1.0,-4.144609425435765,-4.174674425435765,-2.5529436552614593,10.275557754247918,6.504994557310655,1310
0.0,-0.0243,0.01625,0.00754,-0.0027,1.0,1.0,-1.4953846153846153,-1.5124196153846152,-0.9245107692307691,10.275557754247918,6.504994557310655,1310
1.0,0.1199,0.01832,0.00947,-0.0149,0.9708,1.0,6.544759825327511,6.588029825327512,4.044581895196507,10.275557754247918,6.504994557310655,1310
2.0,0.3631,0.01853,0.01005,-0.04,0.8831,1.0,19.59525094441446,19.74322594441446,12.120544566648675,10.275557754247918,6.504994557310655,1310
3.0,0.5031,0.01787,0.00959,-0.0402,0.7746,1.0,28.153329602686064,28.357694602686067,17.395543761611638,10.275557754247918,6.504994557310655,1310
4.0,0.5974,0.01845,0.01006,-0.0324,0.6583,1.0,32.37940379403794,32.61885879403794,20.024592276422766,10.275557754247918,6.504994557310655,1310
5.0,0.6862,0.01961,0.011,-0.0248,0.5327,1.0,34.99235084140745,35.26446584140745,21.680168504844467,10.275557754247918,6.504994557310655,1310
6.0,0.7658,0.02124,0.01217,-0.0166,0.3675,1.0,36.054613935969876,36.355293935969875,22.395980361581927,10.275557754247918,6.504994557310655,1310
7.0,0.8344,0.02622,0.01592,-0.0088,0.1769,1.0,31.823035850495806,32.146325850495806,19.923857510297484,10.275557754247918,6.504994557310655,1310
8.0,0.9232,0.03401,0.02373,-0.0049,0.1185,1.0,27.144957365480742,27.498702365480742,17.203862419288445,10.275557754247918,6.504994557310655,1310
9.0,0.9896,0.04504,0.03628,0.0008,0.0988,1.0,21.971580817051514,22.344660817051512,14.163460490230907,10.275557754247918,6.504994557310655,1310
10.0,1.0131,0.06023,0.05273,0.0068,0.0917,1.0,16.820521334882947,17.193606334882947,11.09268680092977,10.275557754247918,6.504994557310655,1310
11.0,0.8701,0.08725,0.0811,0.0037,0.1034,1.0,9.972492836676219,10.275797836676219,6.835775702005731,10.275557754247918,6.504994557310655,1310
12.0,0.7305,0.14466,0.13825,-0.0382,0.208,1.0,5.049771878888428,5.281101878888427,3.7352511273330564,10.275557754247918,6.504994557310655,1310
13.0,0.7328,0.16029,0.15381,-0.0436,0.1851,1.0,4.571713768794061,4.797768768794062,3.448130261276437,10.275557754247918,6.504994557310655,1310
14.0,0.7629,0.17615,0.16971,-0.0466,0.1634,1.0,4.330967925063866,4.562032925063866,3.3309107550383197,10.275557754247918,6.504994557310655,1310
15.0,0.7754,0.19058,0.18408,-0.0534,0.1455,1.0,4.068632595235597,4.299522595235597,3.1838035571413577,10.275557754247918,6.504994557310655,1310
-5.0,-0.4967,0.024,0.01371,-0.0196,1.0,0.1698,-20.695833333333333,-20.90063333333333,-12.917039999999998,9.392056838784745,5.969489388985133,1410
-4.0,-0.4096,0.01917,0.00954,-0.0147,1.0,0.3054,-21.366718831507566,-21.535733831507567,-13.23199529890454,9.392056838784745,5.969489388985133,1410
-3.0,-0.3353,0.01581,0.00819,-0.0053,1.0,0.6723,-21.20809614168248,-21.34853114168248,-13.062789685009488,9.392056838784745,5.969489388985133,1410
-2.0,-0.0712,0.01633,0.00826,-0.0267,1.0,0.9997,-4.360073484384568,-4.388708484384568,-2.6878400906307407,9.392056838784745,5.969489388985133,1410
-1.0,-0.0792,0.01553,0.00715,-0.0114,1.0,1.0,-5.0998068254990345,-5.135831825499034,-3.1410500952994207,9.392056838784745,5.969489388985133,1410
0.0,-0.0293,0.01636,0.0076,-0.0047,1.0,1.0,-1.7909535452322738,-1.809443545232274,-1.1066741271393643,9.392056838784745,5.969489388985133,1410
1.0,0.0821,0.01846,0.00953,-0.0108,0.9844,1.0,4.447453954496209,4.474303954496208,2.747960372697725,9.392056838784745,5.969489388985133,1410
2.0,0.3167,0.01975,0.01112,-0.0364,0.9082,1.0,16.035443037974684,16.163168037974682,9.93765582278481,9.392056838784745,5.969489388985133,1410
3.0,0.4974,0.01882,0.01067,-0.045,0.819,1.0,26.42933049946865,26.632380499468653,16.35573429968119,9.392056838784745,5.969489388985133,1410
4.0,0.6005,0.01838,0.01038,-0.0371,0.7021,1.0,32.671381936887926,32.913521936887925,20.203363162132757,9.392056838784745,5.969489388985133,1410
5.0,0.6873,0.01879,0.01053,-0.0273,0.5473,1.0,36.577967003725384,36.85168200372538,22.633052202235227,9.392056838784745,5.969489388985133,1410
6.0,0.7548,0.02141,0.01192,-0.0169,0.2941,1.0,35.25455394675386,35.55083894675386,21.904940368052316,9.392056838784745,5.969489388985133,1410
7.0,0.8345,0.02803,0.01749,-0.0111,0.1498,1.0,29.771673207277917,30.094788207277915,18.69300792436675,9.392056838784745,5.969489388985133,1410
8.0,0.9249,0.03652,0.02661,-0.0072,0.1106,1.0,25.32584884994524,25.67970884994524,16.113825309967144,9.392056838784745,5.969489388985133,1410
9.0,0.9791,0.04924,0.04099,-0.0009,0.0979,1.0,19.884240454914703,20.251530454914704,12.899886272948823,9.392056838784745,5.969489388985133,1410
10.0,0.9603,0.06694,0.06027,0.0059,0.0967,1.0,14.345682700926202,14.694562700926202,9.55373162055572,9.392056838784745,5.969489388985133,1410
11.0,0.8811,0.09069,0.08452,0.0036,0.1054,1.0,9.715514389679125,10.021529389679126,6.691910633807475,9.392056838784745,5.969489388985133,1410
12.0,0.7461,0.14686,0.14054,-0.0385,0.2053,1.0,5.080348631349585,5.316908631349585,3.7687871788097507,9.392056838784745,5.969489388985133,1410
13.0,0.7536,0.16175,0.15538,-0.0429,0.178,1.0,4.659041731066461,4.892476731066461,3.5209650386398765,9.392056838784745,5.969489388985133,1410
14.0,0.7585,0.17692,0.17047,-0.0496,0.1601,1.0,4.287248473886502,4.517068473886503,3.3004250843319016,9.392056838784745,5.969489388985133,1410
15.0,0.7741,0.19037,0.1839,-0.0562,0.1388,1.0,4.066291957766454,4.297606957766455,3.181421174659872,9.392056838784745,5.969489388985133,1410
-5.0,-0.498,0.02313,0.01291,-0.0216,1.0,0.1849,-21.53047989623865,-21.734764896238648,-13.418753937743189,8.155757787646618,5.198442622587971,1510
-4.0,-0.4136,0.01864,0.00934,-0.0164,1.0,0.3598,-22.188841201716738,-22.35868120171674,-13.72899272103004,8.155757787646618,5.198442622587971,1510
-3.0,-0.337,0.01628,0.00838,-0.0075,1.0,0.6559,-20.700245700245702,-20.8409357002457,-12.759653420147421,8.155757787646618,5.198442622587971,1510
-2.0,-0.2041,0.01629,0.00869,-0.0045,1.0,0.9543,-12.529158993247393,-12.617593993247391,-7.7244033959484355,8.155757787646618,5.198442622587971,1510
-1.0,-0.0917,0.01559,0.00723,-0.0115,1.0,1.0,-5.881975625400899,-5.923000625400899,-3.622853375240539,8.155757787646618,5.198442622587971,1510
0.0,-0.0312,0.01632,0.00753,-0.0064,1.0,1.0,-1.9117647058823528,-1.9304847058823529,-1.1808828235294118,8.155757787646618,5.198442622587971,1510
1.0,0.0418,0.01803,0.00904,-0.0047,1.0,1.0,2.3183582917359953,2.3274732917359953,1.4296789750415972,8.155757787646618,5.198442622587971,1510
2.0,0.2572,0.02036,0.01158,-0.0285,0.9363,1.0,12.632612966601178,12.733862966601178,7.8355457799607064,8.155757787646618,5.198442622587971,1510
3.0,0.4755,0.01968,0.01156,-0.0456,0.8506,1.0,24.161585365853657,24.35562536585366,14.973075219512195,8.155757787646618,5.198442622587971,1510
4.0,0.6014,0.01805,0.01028,-0.04,0.7273,1.0,33.3185595567867,33.562094556786704,20.592925734072022,8.155757787646618,5.198442622587971,1510
5.0,0.6862,0.01827,0.01011,-0.0288,0.5329,1.0,37.55883962780514,37.832824627805145,23.220729776683083,8.155757787646618,5.198442622587971,1510
6.0,0.7497,0.02256,0.01257,-0.0184,0.2387,1.0,33.2313829787234,33.5255029787234,20.685857787234042,8.155757787646618,5.198442622587971,1510
7.0,0.8389,0.02933,0.01877,-0.014,0.1374,1.0,28.602113876576883,28.927208876576884,17.99570232594613,8.155757787646618,5.198442622587971,1510
8.0,0.93,0.03863,0.02865,-0.0106,0.1064,1.0,24.07455345586332,24.43041845586332,15.368066073517992,8.155757787646618,5.198442622587971,1510
9.0,0.9704,0.05256,0.04471,-0.0029,0.0982,1.0,18.462709284627092,18.82545928462709,12.037803570776253,8.155757787646618,5.198442622587971,1510
10.0,0.9262,0.07248,0.06611,0.0031,0.1013,1.0,12.77869757174393,13.112007571743929,8.578612543046356,8.155757787646618,5.198442622587971,1510
12.0,0.7269,0.14649,0.14015,-0.0435,0.1991,1.0,4.962113454843333,5.192678454843333,3.679220072906,8.155757787646618,5.198442622587971,1510
13.0,0.7529,0.16318,0.15682,-0.0459,0.1758,1.0,4.613923274911142,4.847263274911142,3.4932079649466847,8.155757787646618,5.198442622587971,1510
14.0,0.7564,0.1768,0.17037,-0.0529,0.1539,1.0,4.278280542986425,4.5083105429864245,3.293298325791855,8.155757787646618,5.198442622587971,1510
15.0,0.792,0.19304,0.18666,-0.0561,0.1349,1.0,4.102776626605885,4.339886626605884,3.220667975963531,8.155757787646618,5.198442622587971,1510
-5.0,-0.4999,0.02262,0.01244,-0.0235,1.0,0.198,-22.099911582670202,-22.304131582670202,-13.762020949602121,7.575967984260664,4.848401040556398,1610
-4.0,-0.4163,0.01835,0.00932,-0.0181,1.0,0.4009,-22.686648501362395,-22.856913501362396,-14.030149100817436,7.575967984260664,4.848401040556398,1610
-3.0,-0.3387,0.01669,0.0087,-0.0091,1.0,0.6621,-20.293588975434393,-20.434683975434393,-12.517281385260636,7.575967984260664,4.848401040556398,1610
-2.0,-0.2619,0.01616,0.0086,0.0036,1.0,0.8956,-16.206683168316832,-16.320603168316833,-9.9895019009901,7.575967984260664,4.848401040556398,1610
-1.0,-0.098,0.01567,0.00734,-0.0115,1.0,1.0,-6.253988513082323,-6.297573513082323,-3.8523771078493936,7.575967984260664,4.848401040556398,1610
0.0,-0.03,0.01615,0.00736,-0.0077,1.0,1.0,-1.8575851393188851,-1.8753501393188852,-1.1470110835913312,7.575967984260664,4.848401040556398,1610
1.0,0.0497,0.0176,0.00862,-0.0064,1.0,1.0,2.8238636363636362,2.8368636363636366,1.7411381818181815,7.575967984260664,4.848401040556398,1610
2.0,0.2141,0.02022,0.01139,-0.022,0.9618,1.0,10.588526211671613,10.670656211671615,6.565371727002968,7.575967984260664,4.848401040556398,1610
3.0,0.4475,0.02016,0.01205,-0.0435,0.8697,1.0,22.197420634920633,22.379390634920632,13.76627038095238,7.575967984260664,4.848401040556398,1610
4.0,0.5983,0.01769,0.0101,-0.0415,0.7354,1.0,33.82136800452233,34.06429300452233,20.891732802713396,7.575967984260664,4.848401040556398,1610
5.0,0.6851,0.01821,0.0099,-0.0304,0.4985,1.0,37.62218561230093,37.896240612300936,23.257809367380556,7.575967984260664,4.848401040556398,1610
6.0,0.7515,0.02348,0.01321,-0.0211,0.2101,1.0,32.00596252129471,32.30115252129471,19.952491512776827,7.575967984260664,4.848401040556398,1610
7.0,0.8463,0.03057,0.02003,-0.0175,0.1308,1.0,27.684003925417077,28.012488925417077,17.452338355250244,7.575967984260664,4.848401040556398,1610
8.0,0.9322,0.04034,0.03074,-0.0134,0.1044,1.0,23.108577094695093,23.465307094695092,14.790618256817057,7.575967984260664,4.848401040556398,1610
9.0,0.9645,0.05533,0.04781,-0.0055,0.0987,1.0,17.431772998373397,17.7915579983734,11.413047799024039,7.575967984260664,4.848401040556398,1610
10.0,0.917,0.07585,0.06959,-0.0002,0.1035,1.0,12.089650626235992,12.418585626235991,8.155640375741594,7.575967984260664,4.848401040556398,1610
11.0,0.7661,0.1327,0.12661,-0.0375,0.2219,1.0,5.773172569706103,6.024512569706104,4.207213541823663,7.575967984260664,4.848401040556398,1610
13.0,0.744,0.16297,0.15664,-0.0509,0.1707,1.0,4.565257409339142,4.796642409339142,3.455650445603485,7.575967984260664,4.848401040556398,1610
14.0,0.7979,0.18235,0.1761,-0.0501,0.1484,1.0,4.375651220180971,4.618666220180971,3.3918307321085828,7.575967984260664,4.848401040556398,1610
15.0,0.8038,0.19646,0.19014,-0.0585,0.1336,1.0,4.091418100376667,4.332258100376667,3.2252088602260005,7.575967984260664,4.848401040556398,1610
